timestamp,harness_version,config_fingerprint,endpoint_name,provider,model,base_url,thinking_effort,max_tokens,release_version,adaptive_thinking,checker_timeout,prompt_style,problem_id,difficulty,problem_number,run_idx,request_status,stop_reason,input_tokens,output_tokens,ttft_s,gen_time_s,generation_wall_s,total_wall_s,tokens_per_s,passed,error_type,error_message
2026-07-04T21:19:14.777851+00:00,3,e6fbbf6f3baa107f,qa-openai-model-fast-isolated,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc388_e,hard,4,1,completed,completed,582,396,3.760650,0.067716,1.287108,3.915358,307.666,False,,
2026-07-04T21:19:23.984386+00:00,3,6df444fcf10e05c0,qa-anthropic-fable5-isolated,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc388_e,hard,4,1,completed,end_turn,776,1513,14.875015,6.411726,15.323479,21.590486,98.737,True,,
